origem,topico,arquivo,texto
training,wheat,0002980,ec grants tonnes soft wheat export licences at ecu rebate brussels trade blah blah blah
training,wheat,0000665,east europe wheat winterkill possible accu says state college pa march winter wheat crops in the western soviet union poland and eastern czechoslovakia through northern romania may suffer some winterkill over the next two nights private forecaster accuweather inc said western ussr winter wheat areas have had only light and spotty snow and winterkill is possible tonight and tomorrow night as temperatures drop to minus to degrees f snow cover is scant in poland with only about pct of the winter wheat areas reporting one to two inches of snow as of this morning the remaining pct of winter wheat crops do not have snow cover making winterkill possible on each of the next two nights lowest temperatures will be minus to degrees f winter wheat areas from eastern czechoslovakia through northern romania had light snow flurries yesterday and last night but amounts were an inch or less with temperatures expected to fall to near degrees f over the next two nights some light winterkill is possible accuweather added
training,wheat,0007626,sri lanka appeals for drought relief aid colombo march sri lanka has appealed to countries for emergency aid to help mln villagers affected by the countrys worst drought in years government officials said embassies received letters over the weekend outlining aid needed for a sixth of sri lankas population in districts the letter said the government had to step in to avert serious economic hardship and because the social services ministry had already used up its entire budget provision of mln rupees by distributing help to the worst hit areas the letter said mln rupees were needed for a six month period at least until the mayseptember yala rice crop was harvested over tonnes of wheat rice flour and other cereals were required it said along with supplies of sugar lentils dried or canned fish and milk in some of the most seriously affected districts the maha october april crop had been almost completely devastated the letter said maha paddy output was now estimated at mln bushels mln less than originally expected there were two scenarios for the yala crop with a high forecast of around mln bushels conditional on adequate rainfall within the next three to four weeks should the present drought continue however production is estimated at around mln bushels the letter added total estimated paddy output for would be between and mln bushels or to mln tonnes of rice last years output was mln bushels down from mln in the letter said villagers in most seriously affected districts had been deprived of any means of subsistence because subsidiary crops had also failed it said the governments current budget did not permit it to provide sustained and adequate relief to those affected revenue has been adversely affected by depressed commodity prices and slowing of the economy defence commitments continue to exert pressure on the expenditure side the mln cash would cover payments of rupees per month for each family as well as handling transport and distribution of emergency food but such an outlay of funds by the government would not be possible without seriously impairing development projects or greatly fuelling inflation in the economy the letter said the letter said the food department would be able to release wheat and rice from the buffer stock to meet the immediate cereal requirements provided such stocks are replaced subsequently the meteorological department said the country was experiencing its worst drought since and the fourmonth dry spell prevailing in most of the areas would only break when the monsoon rains fell in late may the letter said some areas had been experiencing the drought since august and in the rice growing district of kurunegala there had been no effective rainfall since june
training,wheat,0002833,china january wheatsugar imports below year ago peking march chinas wheat imports in january were tonnes down from in january the china daily business weekly said quoting customs figures it said imports of sugar were tonnes down from but exports of rice rose to tonnes from it gave no more details
training,wheat,0002056,less grain flows into west german intervention hamburg march the west german intervention board said it accepted tonnes of grain from the start of the current agricultural year to the end of last month compared with mln tonnes during the julyfebruary period in it said it accepted tonnes of bread wheat nil in the yearearlier period nil tonnes of high quality wheat tonnes of feed wheat tonnes of rye tonnes of high quality rye tonnes of summer barley and tonnes of winter barley
training,wheat,0000180,canadaegypt wheat negotiations to continue cairo march canadian and egyptian wheat negotiators failed to conclude an agreement on canadian wheat exports to egypt during talks last week but the canadian team will return to cairo for further negotiations canadian embassy officials said an embassy official declined to identify which issues remained to be resolved and when the talks would resume in a fiveyear protocol signed in cairo agreed to purchase tonnes of canadian wheat a year
training,wheat,0000998,frost not expected to damage polands wheat warsaw march polands winter wheat is likely to survive recent frosts but the impact of the cold will not be known until late april the polish meteorology institute said some varieties of winter wheat sown in poland can survive ground temperatures as low as minus degrees c spokesman teresa tomaszewska told reuters even though an earlier thin protective layer of snow mainly melted in february air temperatures down to minus c should not be harmful she said but added that wheat can still be damaged by cold spells in march and april when young shoots may be exposed to night frosts
training,wheat,0008303,uk intervention feed wheat tender result awaited london april grain traders said they were still awaiting results of yesterdays uk intervention feed wheat tender for the home market the market sought to buy tonnes more than double the remaining tonnes available under the current tender however some of the tonnage included duplicate bids for supplies in the same stores since the tenders started last july tonnes of british feed wheat have been sold back to the home market
training,wheat,0001848,lyng says no decisions taken at cabinet council washington march us agriculture secretary richard lyng said no decisions were taken today at a white house economic policy council meeting speaking to reporters on his return from the meeting lyng said only about five minutes of the session dealt with agriculture issues it was not a decision making meeting lyng said aides to lyng earlier said the administrations agriculture legislative proposals would be the farmrelated topic on the agenda lyng would not comment on what farm issues were discussed asked how he would respond to farm groups and congressmen urging the us to offer a wheat bonus to the soviet union lyng said he would be listen but be noncommittal
training,wheat,0001537,house farm plan markup delayed till tuesday washington march a house agriculture committee meeting to draft a disaster aid bill containing a controversial provision has been postponed until next tuesday committee staff members announced the bill contains a provision implementing a acreage reduction plan for wheat and winter wheat thereby making payments available to farmers who were not able to plant last years winter wheat crop because of flooding controversy exists over whether the provisions of the bill should be expanded cut back or left as is
training,wheat,0004267,lyng to meet with exporters eep likely topic washington march secretary of agriculture richard lyng will meet with representatives from major grain exporting companies today and the subject of subsidized wheat to the soviet union will likely be discussed an aide to lyng said todays meeting set to begin at est gmt was scheduled at the request of the exporters the aide said the eep export enhancement program is pretty obviously one of the things they the exporters want to talk about but they havent any agenda as far as i know lyngs aide said private industry export officials have met periodically with lyng to discuss farm policies and the export situation whether this meeting will prompt any us action on the issue of whether moscow will be offered export bonus wheat is uncertain the aide said i dont know what theyll tell us that we dont already knwo but well hear what they have to say lyngs aide said the usda official said that as far as he knows there has been no further action on offering the soviet union wheat under the eep
training,wheat,0001193,australian wheat exports rise in february melbourne march australian wheat shipments rose to mln tonnes in february from mln in january an australian wheat board official said februarys shipments were down on the mln tonnes shipped in february cumulative shipments for the first five months of the octoberseptember wheat year were mln tonnes as against mln a year earlier the official said the major destinations in february were china tonnes egypt iraq japan south korea and the soviet union tonnes
training,wheat,0000872,australian government to pay subsidiesusda washington march the australian government will likely reimburse the australian wheat board awb about mln us dlrs to pay wheat farmers for their crop the us agriculture department said in its report on export markets for us grains the department said the sharp fall in world wheat prices has reduced the export sales revenue of the awb to levels insufficient to cover its breakeven export price estimated at around dlrs per tonne for example the recent large sales of wheat to china mln tonnes and egypt mln tonnes were well below the breakeven export price it said australian wheat farmers normally receive an advance payment known as the guaranteed minimum price gmp calculated at pct of the average of estimated returns in the current year and the two lowest of the previous three years the department said in addition deductions for taxes freight handling and storage are deducted from the gmp the farmer receives but the department said the australian bureau of agricultural economics bae predicts wheat production will drop sharply from mln tonnes in to mln in the decline will result from low world grain prices leading to shifts to livestock and other crops which could benefit us wheat exports the department said
training,wheat,0008853,awb calls for tighter wheat quality controls melbourne april australia is risking wheat export sales by not providing enough specific quality grades to meet buyer requirements the australian wheat board awb said many awb customers are becoming increasingly quality conscious demanding strict adherence to contractual quality specifications the board said in a submission to the royal commission into grain storage handling and transport many of the specifications are more specific than the current categories used in australia it said the commission is trying to identify ways of saving costs and boosting efficiency of the grain handling system australia must rely on quality to retain its wheat market share because its competitors are supplying cheaper but lowerquality grades the awb submission said it stressed the need to segregate wheat categories at every stage from receival to shipping better industrial relations at grain terminals more uniform transport systems across the states and extensive stock control were vital to improved marketing it said the submission also said australias federal system impeded the awbs role of coordinating and managing the marketing of wheat the awb called for an end to physical and legislative constraints at state borders that prevent the efficient transport of grains to other states for shipment it is essential that wheat moves by the most economic mode to the nearest efficient port irrespective of the state in which the wheat is grown or stored it said for example wheat grown in northern new south wales nsw might move more efficiently to brisbane in queensland than to sydney or newcastle in new south wales it said similarly southern nsw wheat might better be shipped to portland or geelong in victoria legislation giving state rail authorities a monopoly over grain shipments was one notable impediment it said the awb said the current approach of statebased bulk handling authorities is not essential although it said it favoured the authorities maintaining at least their current level of control of storage and transport as long as quality was maintained an appendix on port loading costs showed it cost between and us dlrs to load a tonne vessel at various australian ports compared with dlrs at houston and at port cartier quebec for a tonner
training,wheat,0003120,usda says wheat purchased from foreign sellers washington march the us agriculture department said private us exporters reported purchases from foreign sellers of tonnes of wheat for delivery to unknown destinations the wheat consisting of tonnes of hard red winter and tones of soft red winter is for delivery during the season which begins june a purchase from a foreign seller is a transaction in which a us exporter contracts to buy usproduced commodities from a foreign firm the department said
training,wheat,0002183,ccc wheat credit guarantees for north yemen washington march the commodity credit corporation ccc has authorized mln dlrs in credit guarantees to north yemen to cover purchases of us wheat under the intermediate export credit guarantee program gsm the us agriculture department said under the program credit terms extended must be in excess of three yeras but not more than seven years all sales under the line must be registered and exports completed by september the department said
training,wheat,0000419,us export inspections in thous bushels soybeans wheat corn blah blah blah
training,wheat,0004352,us certificates to provide wheatcorn supplies washington march from april through december the commodity credit corporation ccc issued billion dlrs worth of generic certificates and about billion had not been exchanged by january the us agriculture department said the department said an additional billion dlrs in certificates has been authorized for issuance during januaryaugust these certificates will provide ample free supplies of corn and wheat for the remainder of the crop year the department said in a summary of its agricultural outlook report freeing of stocks through certificates is making us grain more competitive on world markets it said the department said last summer for example certificates were exchanged for mln bushels of corn this helped increase marketable supplies so farmlevel corn prices averaged about two dlrs per bushel somewhat lower than they would have otherwise the lower prices probably led to an increase in usage of to mln bushels it said the department said government spending on farm programs in fiscal year is projected to fall half a billion dlrs from s billion dlrs during and the cost escalation of the first half of the s will reverse if current policy remains in force annual farm program spending by will be down from last years record by more than eight billion dlrs it said the department said the presidents budget proposals for would cut farm program spending an additional billion dlrs in foreign economic growth is expected to remain close to pct the same as in but above the pct average of it said partially because of this improvement us export volume is expected to rise in fiscal for the frist time in seven years the department said
training,wheat,0001265,ccc accepts bonus bid on wheat flour to iraq washington march the commodity credit corporation ccc has accepted bids for export bonuses to cover sales of tonnes of wheat flour to iraq the us agriculture department said the department said the bonuses awarded averaged dlrs per tonne the shipment periods are march april tonnes and april may tonnes the bonus awards were made to peavey company and will be paid in the form of commodities from ccc stocks it said an additional tonnes of wheat flour are still available to iraq under the export enhancement program initative announced january the department said
training,wheat,0008706,analysts say ussr may prefer new crop us wheat washington april the soviet union would likely be more interested in purchasing new crop wheat than in booking any grain for immediate shipment if offered a subsidy on us wheat an executive with a major grain export company said lower prices and the desire to delay any big purchases until the condition of winter and spring crops is better known make new crop wheat more attractive said george hoffman director of commodity analysis for the pillsbury company pillsbury is assuming that they soviets will be offered a subsidy and that it will be a subsidy that they can respond to hoffman told reuters in an interview at an agribusiness education conference here but if there are too many constraints placed on a subsidy offer the ussr will take less than an anticipated four mln tonnes he said hoffman said pillsburys internal statistics put soviet union wheat purchases at only two mln tonnes under a subsidy offer however if a subsidy is offered at competitive levels moscow would likely buy more he said if we give the soviets the same deal as the chinese i expect theyll take it said vernon mcminimy director of commodity research for ae staley manufacturing co mcminimy told reuters spring weather and its impact on crops will determine how much wheat moscow would buy under a subsidy offer soviet winter crops did not get off to a good start because of a dry autumn last year and because of the severe winter they probably have had more damage due to winter weather than normal mcminimy said
training,wheat,0003902,usda details conservation crop enrollment washington march farmers enrolled over mln acres of program crops in the latest conservation reserve program signup and around four mln acres of nonprogram crops agriculture department conservation specialists said soybean acreage amounted to less than two mln acres of the nonprogram crop acreage enrolled a usda analyst said heavy enrollment of nonbase acreage in wheat states of which a big percentage would be fallow and nonsoybean land accounted for a large portion of the nonprogram acreage the analyst said wheat and corn acreage comprised slightly over pct of the total acres accepted into the tenyear program usda analysts gave the following enrollment breakdown wheat acres corn acres barley acres sorghum acres cotton acres rice acres peanuts acres tobacco acres total program crops acres total nonprogram acres total enrollment acres usda analysts are currently working on a complete state breakdown of crop acreage enrollment and should have it ready for publication later this week they said
training,wheat,0004327,honduras authorized to buy pl commodities washington march honduras has been authorized to buy about tonnes of us wheat about tonnes of us corn and about tonnes of us tallow under an existing pl agreement the us agriculture department said the department said it may buy the wheat valued at mln dlrs the corn valued at mln and the tallow valued at mln dlrs between march and august and ship it from us ports andor canadian transshipment points by this september the purchase authorizations cover the entire quantity provided under the agreement signed march
training,wheat,0004864,taiwan sets canadian wheat import target taipei march the taiwan flour mills association will import tonnes of wheat from canada in calendar unchanged from the level an association spokesman told reuters he said the total will be delivered in three shipments the first will be shipped to taiwan between march and april and the other two will be made later this year he said the total wheat import target this year has been set at tonnes down from actual imports of last year most of taiwans wheat imports come from the us the spokesman said
training,wheat,0002244,market discounts higher soviet grain imports chicago march grain analysts said the increase of three mln tonnes in soviet grain imports is unlikely to affect the market tuesday they said the market already has discounted higher soviet imports partly on news last month that the soviet union bought one mln tonnes of us corn and on rumors that the reagan administration is pushing for authority to sell the soviets us wheat under the export enhancement program in its supplydemand report the usda raised its estimate for soviet grain imports to mln tonnes from mln that was business already done for all practical purposes said drexel burnham analyst dale gustafson reflecting similar statements made by other analysts
training,wheat,0007708,french soft wheat exports fall paris march exports of french soft wheat for the period july to march fell pct to mln tonnes from mln tonnes in the same period the national cereals office onic said quoting customs figures of this total exports to nonec countries totalled mln tonnes pct down on mln and exports to ec nations mln tonnes pct down on a previous mln main ec destinations were italy with two mln tonnes versus mln belgium tonnes one mln netherlands west germany spain zero britain greece and ireland in flour exports totalled tonnes up pct on a previous tonnes exports of maize totalled mln tonnes pct up on a previous mln exports to nonec countries were tonnes against and to ec countries mln tonnes against mln main ec desinations were netherlands belgium one mln britain west germany same italy and greece zero
training,wheat,0002996,ec commission grants export licences trade brussels march the european communitys ec cereal management committee granted export licences for tonnes of quality soft breadmaking wheat at a maximum export rebate of european currency units ecus per tonne traders said the committee also granted export certificates of tonnes of barley at ecus per tonne but rejected all bids for the export of soft feed wheat they said certificates were also granted for the export of tonnes of maize at a maximum rebate of ecus per tonne the traders said
training,wheat,0004872,australian wheat board renews japan supply pact melbourne march the australian wheat board awb expects to sell about tonnes of wheat to the japanese food agency this year after renewing its annual supply agreement awb general manager ron paice said under the agreement the awb makes the wheat available and sells into the food agencys regular tenders he said in a statement he noted that the board has sold more than three mln tonnes to japan in the past three years
training,wheat,0008367,french cereal exports through rouen up in march paris april french cereals exports through rouen port rose to tonnes between march and march from tonnes in the same period freight sources said the soviet union took tonnes of wheat and barley saudi arabia tonnes barley china wheat algeria wheat bangladesh wheat morocco maize greece wheat and barley spain wheat poland wheat brazil wheat italy wheat cyprus wheat and maize israel maize and the uk tonnes wheat six ships are loading tonnes of wheat the sources said they include tonnes for china for the soviet union for turkey and for italy another ship is loading tonnes of colza for the soviet union another ships should arrive to load tonnes of cereals by the end of the week six are to load tonnes of wheat for the soviet union two will load tonnes of barley for saudi arabia one tonnes of wheat for china two tonnes of wheat each for algeria and turkey and one tonnes of wheat for italy another is expected to load tonnes of colza for the soviet union flour exports through rouen rose to tonnes in the day period from in the equivalent period the sources said sudan took tonnes and west coast africa four ships are currently loading tonnes including for egypt for tanzania and for mauritania a ship is expected later this week to load tonnes for china
training,wheat,0000684,yugoslavia wheat free of winterkill usda washington march there was no evidence of winterkill in yugoslavian winter wheat during field travel along a line running northwest from belgrade to near maribor the us agriculture departments counselor in belgrade said in a field report the report dated february said there is evidence of delayed germination in most areas due to late seeding last fall because of dry conditions however warm temperatures over the past three weeks have promoted some early growth and will help the crop catch up on last falls late seeding it said some yugoslav agriculture officials are concerned about the situation because warm temperatures have brought the grain out of dormancy and taken away snow protection a little early the report said cold temperatures over the next month could cause damage under these conditions they said the report said all wheat farmers contacted during the field trip were optimistic about the crop and the way it emerged from winter
training,wheat,0000305,record nz futures volumes traded in february wellington march the volume of contracts traded on the new zealand futures exchange nzfe reached a record contracts in february the international commodities clearing house icch said the previous high was contracts in december the icch said the value of the contracts traded in february was billion nz dlrs the seven contracts currently traded on the nzfe are fiveyear government bonds the share price index day bank bills day prime commercial paper the us dollar crossbred wool and wheat
training,wheat,0003921,sens danforth bond ask targeted measure washington march missouri republican senators john danforth and christopher bond have introduced a bill that would allow wheat and feedgrain producers along the mississippi and missouri rivers hurt by flooding last year to collect at least pct of their deficiency payments this year without planting danforth aide austin schlick said the bill was similar to a provision included in a house agriculture committeepassed emergency disaster assistance bill scheduled to be taken up by the house tomorrow schlick said flooding destroyed a number of levees along the two rivers last october leaving farmland there vulnerable to further damage this year
training,wheat,0007240,usda rejects sri lankas us dlr wheat price colombo march sri lankan food department officials said the us department of agriculture rejected a us firms offer of us dlrs per tonne caf to supply tonnes of soft wheat to colombo from the pacific northwest they said sri lankas food department subsequently made a counteroffer to five us firms to buy wheat at us dlrs caf for april delivery the company which obtains usda approval for the proposed price must inform the department before gmt they said
training,wheat,0003038,lyng says no decision on soviet eep offer washington march us agriculture secretary richard lyng said the reagan administration had not decided on offering the soviet union subsidized wheat but that such an offer had not been ruled out in an interview with reuters lyng also said that he had no knowledge of any upcoming discussion of the matter within the cabinet asked if the administration had ruled out offering to subsidize wheat exports to the soviet union under the departments export enhancement program lyng said no we havent made a decision on it havent even talked about it havent even looked at it reminded that there have been reports that moscow would buy us wheat if competitively priced lyng responded if they the soviets would offer to buy some wheat would we accept it it would depend on what price they offered lyng added that he did not think the price of us wheat was far off the world price asked about persistent speculation that the administration would offer moscow a wheat subsidy lyng said some people think theyre doing it to see if they can get a little spurt in the market agriculture undersecretary daniel amstutz last week asked the commodity futures trading commission to investigate reports that wheat prices were being manipulated by reports that a us wheat subsidy offer was imminent
training,wheat,0006948,french free market cereal export bids detailed paris march french operators have requested licences to export tonnes of maize tonnes of barley tonnes of soft bread wheat and tonnes of feed wheat at todays european community tender traders said rebates requested ranged from to european currency units a tonne for maize to ecus a tonne for barley and to ecus for bread wheat while rebates requested for feed wheat were ecus they said
training,wheat,0004717,us wheat growers set state dept trade meeting washington march the national association of wheat growers nawg board of directors is scheduled to meet secretary of state george schultz and undersecretary of state allen wallis to discuss the departments current role in farm trade policy the association said nawg president jim miller said in a statement that the organization wanted to convey to secretary schultz the importance that exports hold for us agriculture and the degree to which farmers are dependent upon favorable state department trade policies to remain profitable foreign policy decisions of the us state department have in the past severely hampered our efforts to move our product to overseas markets he said miller noted secretary schultz is scheduled to meet next month with representatives of the soviet union and the nawg wanted to be certain the secretary was aware of our concerns regarding the reopening of wheat trade with the soviet union the annual spring nawg board of directors meeting is held in washington to allow growerleaders from around the country to meet with their state congressional delegations and members of the executive branch the purpose is to discuss the current situation for producing and marketing wheat and help set the legislative and regulatory agenda for the coming year the nawg statement said
training,wheat,0001852,us feedgrain supporters evaluate position washington march advocates of a plan for feedgrains will likely delay offering their proposals if a disaster aid bill before the house agriculture committee is scaled back to include only winter wheat congressional sources said the disaster aid bill introduced by rep glenn english dokla sparked sharp controversy with its proposals to implement a program for wheat and winter wheat an agreement has been reached to trim the bill back to wheat but supporters of a feedgrains plan said even that scaleddown version would not be equitable for farmers unless the english bill pertains only to winter wheat it is more than a simple disaster payment and feedgrains should be treated equally they said if the bill is narrowed to just winter wheat then supporters of a feedgrains amendment will probably not offer their proposals next week sources said english has agreed to support an amendment by rep charles stenholm rtex to narrow the bill to wheat only but whether he would also back a further reduction is unclear agricultural aides to english said the congressmans first choice is to make the option available to all wheat farmers however if the political reality is that disaster aid for winter wheat farmers would be unavailable because of controversy over spring wheat then english might consider an even greater cutback in the bill they said under a plan farmers could forego planting and still receive pct of deficiency payments rep arlan stangeland rminn and harold volkmer dmo have both expressed interest in expanding the english bill to include a program for feedgrains an aide said stangeland does not want to reopen the farm bill but to be fair to all crops only a small percentage of spring wheat farmers would likely sign up for since the incentives to plant are greater than to idle the land economists said opponents to a feedgrains program argue it is premature to make major changes in the farm bill and that the house agriculture committee needs to study more closely the impacts of such a program
training,wheat,0007156,no grain shipments to the ussr usda washington march there were no shipments of us grain or soybeans to the soviet union in the week ended march according to the us agriculture departments latest export sales report the ussr has purchased mln tonnes of us corn for delivery in the fourth year of the usussr grain agreement total shipments in the third year of the usussr grains agreement which ended september amounted to tonnes of wheat tonnes of corn and tonnes of soybeans
training,wheat,0003129,glickman pushes hard for farm plan washington march implementation of a oneyear pilot program for wheat and feedgrains was strongly promoted today by the chairman of a key house agriculture subcommittee as a way to cut farm costs and simultaneously give farmers another option when making their planting decisions we have a budget driven farm policy it may be a shame but we are locked into this said dan glickman dkans chairman of the subcommittee on wheat soybeans and feed grains we need to look at ways to cut costs and not hurt the farmer a plan if properly done could do both glickman announced this week plans to introduce a bill for and wheat and feedgrains an aide to glickman said that it will probably be introduced next week glickman said a program which allows a farmer to forego planting and still receive pct of his deficiency payment would not be a major revision of the farm bill only an extension of the option already provided under the current bill it is premature to make any major changes in the farm bill he said but if agriculture has to make further cuts to meet budget goals a voluntary plan would be better than sharply cutting target prices as usda has proposed a plan however would not be decoupling but simply a different type of acreage diversion program glickman said decoupling delinking planting decisions from government payments is too much of a policy change to approve at this point he said i dont think there is any interest in pursuing a decoupling bill this year period unequivocal glickman said at the hearing sen rudy boschwitz rminn cosponsor of the borenboschwitz decoupling plan said he supports a short term program as a move to a more permament decoupling plan boschwitz plans to introduce a plan in the senate his plan would guarantee a certain deficiency payment to participating farmers require that idled acreage be put to conservation use only prohibit haying and grazing on extra idled acreage limit participation to a certain number of acres in a county and provide tenant protection provisions i know we cannot obtain complete decoupling in but we can at least move in that direction boschwitz said robbin johnson vice president of cargill inc testified in favor of decoupling decoupling would end the current bias in us farm policy towards overproduction and reduce farmers dependency on the government he said a plan does not go far enough in decoupling johnson said and would still encourage farmers to plant officials from the national corn growers association and the national cattlemens association said their groups oppose any or decoupling plan due to concerns about reopening the farm bill and creating more confusion among farmers but when asked if his association were forced to choose between a ten pct cut in target prices or a program larry johnson of the corn growers said they would agree to rather than take sharp cuts in target levels
training,wheat,0007383,drought cuts chinese wheat crop usda report washington march drought has resulted in a reduction in chinas estimated wheat crop this year to mln tonnes mln below last years harvest the us agriculture departments officer in peking said in a field report the report dated march said imports in the season are projected at mln tonnes mln tonnes above the the current seasons estimate imports from the united states are estimated at mln tonnes compared to only tonnes estimated for the year it said after travelling to major wheat producing areas and obtaining more information on the planted area the total planted area was estimated down hectares due to the dry fall it said the report said to compensate for the below normal precipitation irrigation has increased as has the use of fertilizer while there are pockets where irrigation is not possible most of the wheat crop has access to some water and therefore has emerged from dormancy and is doing well the report said it said scattered rain in many parts of china in the past days has improved the situation but information on hail damage in anhui is incomplete
training,wheat,0003744,ccc accepts wheat bid for w africa countries washington march the commodity credit corportion ccc has accepted a bid for an export bonus to cover the sale of tonnes of us wheat to west african countries the us agriculture department said the dark northern spring wheat is for shipment may june the bonus of dlrs per tonne was made to peavey company and will be paid in the form of commodities from the ccc inventory it said an additional tonnes of wheat are still available to west african countries under the export enhancement program initiative announced october it said
training,wheat,0009520,ccc credits for bangladesh amended usda washington april the commodity credit corporation ccc has reallocated mln dlrs in credit guarantees previously earmarked for sales of us wheat to provide coverage for sales of us vegetable oil to bangladesh the us agriculture department said usda said the action was taken at the request of the bangladesh government and reduces the guarantee line authorized for wheat sales from mln dlrs to and creates a new line of mln dlrs for vegetable oils to be eligible for coverage under the cccs intermediate export credit program credit terms must be in excess of three years but not more than seven years all sales covered by the credit guarantees must be registered and shipped by september usda said
training,wheat,0007808,oklahoma weekly crop report oklahoma city march the oklahoma weekly usda crop report said cold weather slowed crop development and caused some cattle deaths wheat growth was halted by cold weather and rain early in the week prevented fertilizer application and weed spraying fields in the west were short of nitrogen and moderate insect activity was noted in the southwest region wheat condition was rated pct fair pct good and one pct excellent row crop activity was very slow amid wet conditions topsoil moisture was rated pct adequate and pct surplus and subsoil moisture was rated pct adequate only two days were suitable for fieldwork
training,wheat,0000355,traders detail french cereal export requests paris march french operators last friday requested licences to export tonnes of free market maize tonnes of free market barley and of soft wheat flour to nonec countries at prefixed daily droit commun rebates french trade sources said the latest requests for the maize were for export to switzerland austria and lichtenstein at a maximum daily rebate prefixed last friday at ecus a tonne against a previous ecu daily rebate the special daily rebate for maize was set in the context of a commission commitment to grant this season rebates for the export of tonnes of french maize to nonec countries in compensation for concessions to the us in the recent dispute over grain sales to spain if the latest french requests are accepted as expected this will bring the total of french maize exported in this context to tonnes the commission last thursday granted weekly rebates for the sale of tonnes of free market maize to nonec countries requests for barley were for export to switzerland austria and lichtenstein ceuta and melilla at an unchanged prefixed restitution of ecus a tonne while requests for soft wheat flour were for export to various nonec countries at an unchanged ecus a tonne
training,wheat,0007965,kansas exchange hits cftc position limit plan washington march the kansas city board of trade kcbt has asked federal futures regulators to modify a proposal to raise the chicago board of trades cbt speculative position limits on wheat futures contracts saying the plan would put the the kansas exchange at a serious competitive disadvantage the commodity futures trading commission cftc last month proposed raising cbt wheat speculative limits to contracts all months net from contracts and to contracts for any single month from contracts at the same time cftc proposed leaving kcbts wheat speculative position limits unchanged higher limits for cbt wheat than for kcbt wheat would significantly impair the kcbts ability to compete with the cbt for speculative interest michael braude president of the kansas exchange said in a letter to cftc a cftc spokesman said the commission took into account open interest affected by existing speculative limits in proposing to raise cbts limits kcbt said the cftc proposal would reduce hedging efficiency constrain growth of intermarket spreading and of the exchanges wheat options contract and impair its ability to attract large speculators the kansas city exchange asked the commission to amend its proposal to change the limits for kcbt wheat to the exact same bushel amount as specified for cbt wheat cftc will consider public comments on the proposal until june
training,wheat,0005973,us willing to talk to moscow on wheat price washington march us agriculture undersecretary dan amstutz indicated the united states is willing talk with the soviet union about the competitiveness of us wheat prices but would not discuss making us wheat prices cheap there sometimes is a difference between being competitive and being cheap amstutz told a senate agriculture appropriations hearing amstutz said the difference of opinion between moscow and washington last summer on the level of the us subsidy offered on wheat to the soviet union was over whether the us wheat price was competitive or cheap i think there is a us willingness to explore this issue as it pertains to competitiveness amstutz said however amstutz added that the united states would not be willing to discuss wheat prices with moscow if the issue is being cheap asked later by a reporter what he meant by the distinction between competitive and cheap amstutz would not elaborate amstutz said it is the us judgment that the longterm grain agreement between the two countries calls for moscow to buy at least four mln tonnes each of wheat and corn annually at prices in effect in this country amstutz made the comments in response to a question from sen charles grassley riowa about expanding the export enhancement program to include grain sales to the soviet union
training,wheat,0008150,usda puts march us wheat stocks at bu blah blah blah
training,wheat,0002675,usda accepts offers for tonnes of bonus wheat for china blah blah blah
training,wheat,0001123,more soviet grain buying from us tied to price washington march whether the soviet union will fulfill its buying obligations under the usussr grains agreement depends entirely on the united states a soviet trade official told reuters how can i tell that we are ready to fulfill the agreement if the united states does not want to offer us grain at competitive prices said albert melnikov deputy trade representative of the soviet union to the united states we are in the market for grains but it is up to the united states to be the seller to offer soviets competitive prices he said in an interview melnikov said that the united states has not lived up the agreement by failing to make available to moscow us grain at prevailing market prices we are being accused of not implementing this agreement we do not consider we are at fault melnikov said article i in the agreement states that purchasessales of commodities under this agreement will be made at the market price prevailing for these products at the time of purchasesale and in accordance with normal commercial terms the united states should supply to the soviet union definite quantities of grain at competitive prices is the united states ready to supply this he said the soviet official said that nearterm corn demand has been met by the recent soviet purchases of us corn which he confirmed at mln tonnes but said that if us corn prices remain competitive the soviets will buy more if they need it wheat buying however is a different story melnikov said if the united states is interested in selling its wheat then they must offer competitive prices and its up to the united states to decide how these competitive prices will be offered he said last years us offer of subsidized wheat to the soviets was rejected because of an insufficient subsidy melnikov said he said that at the time of the dlr per tonne subsidy offer us wheat prices were dlrs over world levels
training,wheat,0001289,french free market cereal export bids detailed paris march french operators have requested licences to export tonnes of free market feed wheat tonnes of soft bread wheat tonnes of barley and tonnes of maize at todays european community tender trade sources here said rebates requested ranged between and european currency units ecus a tonne for the feed wheat and ecus a tonne for the bread wheat and ecus for the barley and and ecus for the maize
